transaction_id,date,user_id,montant,statut,categorie
TXN000470,2024-02-21,USER0470,687.12,completed,electronique
TXN000471,2024-01-22,USER0212,520.52,completed,alimentation
TXN000472,2024-02-22,USER0084,1701.23,completed,loisirs
TXN000473,2024-02-07,USER0521,201.67,completed,electronique
TXN000474,2024-03-13,USER0446,1422.77,completed,loisirs
TXN000475,2024-01-08,USER0160,1288.63,completed,alimentation
TXN000476,2024-03-31,USER0316,537.14,completed,vetements
TXN000477,2024-03-10,USER0592,1227.48,completed,vetements
TXN000478,2024-02-24,USER0408,987.27,completed,vetements
TXN000479,2024-03-19,USER0932,359.01,completed,loisirs
TXN000480,2024-02-19,USER0009,62.19,completed,loisirs
TXN000481,2024-01-24,USER0584,122.63,completed,electronique
TXN000482,2024-03-18,USER0602,572.36,pending,loisirs
TXN000483,2024-02-27,USER0638,1498.86,completed,electronique
TXN000484,2024-01-28,USER0388,503.86,completed,electronique
TXN000485,2024-01-17,USER0511,1630.83,completed,alimentation
TXN000486,2024-03-15,USER0920,1590.09,completed,alimentation
TXN000487,2024-03-22,USER0812,884.5,completed,alimentation
TXN000488,2024-03-08,USER0063,767.58,completed,electronique
TXN000489,2024-03-07,USER0636,1488.33,completed,loisirs
TXN000490,2024-03-27,USER0747,656.09,completed,alimentation
TXN000491,2024-02-08,USER0049,1053.53,completed,loisirs
TXN000492,2024-01-08,USER0329,125.94,completed,electronique
TXN000493,2024-03-04,USER0187,957.94,completed,electronique
TXN000494,2024-01-06,USER0184,1080.11,completed,loisirs
TXN000495,2024-03-03,USER0917,1279.93,cancelled,transport
TXN000496,2024-03-22,USER0002,1029.08,pending,alimentation
TXN000497,2024-02-18,USER0001,730.87,completed,loisirs
TXN000498,2024-03-05,USER0261,31.09,completed,transport
TXN000499,2024-03-02,USER0429,1732.98,completed,loisirs
TXN000500,2024-02-09,USER0169,1304.02,failed,vetements
